hgnc_id	symbol	locus_group	entrez_id
HGNC:26714	AFAP1L1	protein-coding gene	134265
HGNC:25901	AFAP1L2	protein-coding gene	84632
HGNC:7137	AFDN	protein-coding gene	4301
HGNC:21236	AFDN-DT	non-coding RNA	653483
HGNC:7135	AFF1	protein-coding gene	4299
HGNC:53447	AFF1-AS1	non-coding RNA	100506746
HGNC:3776	AFF2	protein-coding gene	2334
HGNC:41334	AFF2-IT1	non-coding RNA	100874269
HGNC:6473	AFF3	protein-coding gene	3899
HGNC:17869	AFF4	protein-coding gene	27125
HGNC:55235	AFF4-DT	non-coding RNA	118597833
HGNC:16411	AFG1L	protein-coding gene	246269
HGNC:314	AFG3L1P	pseudogene	172
HGNC:315	AFG3L2	protein-coding gene	10939
HGNC:24169	AFG3L2P1	pseudogene	347028
HGNC:316	AFM	protein-coding gene	173
HGNC:20910	AFMID	protein-coding gene	125061
HGNC:317	AFP	protein-coding gene	174
HGNC:25951	AFTPH	protein-coding gene	54812
HGNC:318	AGA	protein-coding gene	175
HGNC:16922	AGAP1	protein-coding gene	116987
HGNC:41427	AGAP1-IT1	non-coding RNA	100506749
HGNC:16921	AGAP2	protein-coding gene	116986
HGNC:48633	AGAP2-AS1	non-coding RNA	100130776
HGNC:16923	AGAP3	protein-coding gene	116988
HGNC:23459	AGAP4	protein-coding gene	119016
HGNC:23467	AGAP5	protein-coding gene	729092
HGNC:23466	AGAP6	protein-coding gene	414189
HGNC:23465	AGAP7P	pseudogene	653268
HGNC:23463	AGAP9	protein-coding gene	642517
HGNC:23659	AGAP10P	pseudogene	653234
HGNC:29421	AGAP11	other	119385
HGNC:23661	AGAP12P	pseudogene	414224
HGNC:23499	AGAP13P	pseudogene	728005
HGNC:23660	AGAP14P	pseudogene	653259
HGNC:26504	AGBL1	protein-coding gene	123624
HGNC:48617	AGBL1-AS1	non-coding RNA	727915
HGNC:26296	AGBL2	protein-coding gene	79841
HGNC:27981	AGBL3	protein-coding gene	340351
HGNC:25892	AGBL4	protein-coding gene	84871
HGNC:41123	AGBL4-AS1	non-coding RNA	101929721
HGNC:41482	AGBL4-IT1	non-coding RNA	100874313
HGNC:26147	AGBL5	protein-coding gene	60509
HGNC:41133	AGBL5-AS1	non-coding RNA	100874031
HGNC:41484	AGBL5-IT1	non-coding RNA	106481744
HGNC:320	AGER	protein-coding gene	177
HGNC:5175	AGFG1	protein-coding gene	3267
HGNC:5177	AGFG2	protein-coding gene	3268
HGNC:24684	AGGF1	protein-coding gene	55109
HGNC:38051	AGGF1P1	pseudogene	100132380
HGNC:38052	AGGF1P2	pseudogene	644435
HGNC:38053	AGGF1P3	pseudogene	391552
HGNC:38054	AGGF1P4	pseudogene	100129351
HGNC:51741	AGGF1P5	pseudogene	100128103
HGNC:51744	AGGF1P6	pseudogene	106481737
HGNC:51740	AGGF1P7	pseudogene	100132606
HGNC:51745	AGGF1P8	pseudogene	100128804
HGNC:51746	AGGF1P9	pseudogene	100127958
HGNC:51747	AGGF1P10	pseudogene	100288774
HGNC:21869	AGK	protein-coding gene	55750
HGNC:37661	AGKP1	pseudogene	359793
HGNC:55132	AGKP2	pseudogene	392543
HGNC:321	AGL	protein-coding gene	178
HGNC:18407	AGMAT	protein-coding gene	79814
HGNC:33784	AGMO	protein-coding gene	392636
HGNC:3262	AGO1	protein-coding gene	26523
HGNC:3263	AGO2	protein-coding gene	27161
HGNC:18421	AGO3	protein-coding gene	192669
HGNC:18424	AGO4	protein-coding gene	192670
HGNC:324	AGPAT1	protein-coding gene	10554
HGNC:325	AGPAT2	protein-coding gene	10555
HGNC:326	AGPAT3	protein-coding gene	56894
HGNC:20885	AGPAT4	protein-coding gene	56895
HGNC:20988	AGPAT4-IT1	non-coding RNA	79992
HGNC:20886	AGPAT5	protein-coding gene	55326
HGNC:37709	AGPAT5P1	pseudogene	646231
HGNC:327	AGPS	protein-coding gene	8540
HGNC:328	AGR2	protein-coding gene	10551
HGNC:24167	AGR3	protein-coding gene	155465
HGNC:329	AGRN	protein-coding gene	375790
HGNC:330	AGRP	protein-coding gene	181
HGNC:333	AGT	protein-coding gene	183
HGNC:17258	AGTPBP1	protein-coding gene	23287
HGNC:336	AGTR1	protein-coding gene	185
HGNC:338	AGTR2	protein-coding gene	186
HGNC:13539	AGTRAP	protein-coding gene	57085
HGNC:341	AGXT	protein-coding gene	189
HGNC:14412	AGXT2	protein-coding gene	64902
HGNC:24618	AHCTF1	protein-coding gene	25909
HGNC:24620	AHCTF1P1	pseudogene	285116
HGNC:343	AHCY	protein-coding gene	191
HGNC:344	AHCYL1	protein-coding gene	10768
HGNC:22204	AHCYL2	protein-coding gene	23382
HGNC:44993	AHCYP1	pseudogene	340844
HGNC:44994	AHCYP2	pseudogene	392387
HGNC:44995	AHCYP3	pseudogene	402093
HGNC:44996	AHCYP4	pseudogene	129560
HGNC:44997	AHCYP5	pseudogene	391470
HGNC:44998	AHCYP6	pseudogene	100419714
HGNC:44999	AHCYP7	pseudogene	645486
HGNC:45000	AHCYP8	pseudogene	107063538
HGNC:25230	AHDC1	protein-coding gene	27245
HGNC:21575	AHI1	protein-coding gene	54806
HGNC:347	AHNAK	protein-coding gene	79026
HGNC:20125	AHNAK2	protein-coding gene	113146
HGNC:348	AHR	protein-coding gene	196
HGNC:346	AHRR	protein-coding gene	57491
HGNC:1189	AHSA1	protein-coding gene	10598
HGNC:20437	AHSA2P	pseudogene	130872
HGNC:349	AHSG	protein-coding gene	197
HGNC:18075	AHSP	protein-coding gene	51327
HGNC:13203	AICDA	protein-coding gene	57379
HGNC:25761	AIDA	protein-coding gene	64853
HGNC:54663	AIDAP1	pseudogene	646050
HGNC:54664	AIDAP2	pseudogene	646890
HGNC:54665	AIDAP3	pseudogene	100128360
HGNC:352	AIF1	protein-coding gene	199
HGNC:28904	AIF1L	protein-coding gene	83543
HGNC:8768	AIFM1	protein-coding gene	9131
HGNC:44884	AIFM1P1	pseudogene	645120
HGNC:21411	AIFM2	protein-coding gene	84883
HGNC:26398	AIFM3	protein-coding gene	150209
HGNC:21607	AIG1	protein-coding gene	51390
HGNC:43926	AIG1P1	pseudogene	106479028
HGNC:357	AIM2	protein-coding gene	9447
HGNC:10648	AIMP1	protein-coding gene	9255
HGNC:16543	AIMP1P1	pseudogene	170547
HGNC:43693	AIMP1P2	pseudogene	100873064
HGNC:20609	AIMP2	protein-coding gene	7965
HGNC:358	AIP	protein-coding gene	9049
HGNC:359	AIPL1	protein-coding gene	23746
HGNC:360	AIRE	protein-coding gene	326
HGNC:34515	AIRN	non-coding RNA	100271873
HGNC:30801	AJAP1	protein-coding gene	55966
HGNC:37284	AJM1	protein-coding gene	389813
HGNC:20250	AJUBA	protein-coding gene	84962
HGNC:361	AK1	protein-coding gene	203
HGNC:362	AK2	protein-coding gene	204
HGNC:24037	AK2P1	pseudogene	266920
HGNC:33542	AK2P2	pseudogene	339736
HGNC:17376	AK3	protein-coding gene	50808
HGNC:31099	AK3P2	pseudogene	100419074
HGNC:39062	AK3P3	pseudogene	100419075
HGNC:39063	AK3P4	pseudogene	100129959
HGNC:39064	AK3P5	pseudogene	100288319
HGNC:39065	AK3P6	pseudogene	100873789
HGNC:363	AK4	protein-coding gene	205
HGNC:364	AK4P1	pseudogene	206
HGNC:39066	AK4P2	pseudogene	100132104
HGNC:21596	AK4P3	pseudogene	645619
HGNC:39067	AK4P4	pseudogene	100128705
HGNC:39068	AK4P5	pseudogene	100526416
HGNC:39069	AK4P6	pseudogene	649288
HGNC:365	AK5	protein-coding gene	26289
HGNC:49151	AK6	protein-coding gene	102157402
HGNC:51678	AK6P1	pseudogene	100132086
HGNC:51679	AK6P2	pseudogene	100128817
HGNC:20091	AK7	protein-coding gene	122481
HGNC:26526	AK8	protein-coding gene	158067
HGNC:33814	AK9	protein-coding gene	221264
HGNC:28285	AKAIN1	protein-coding gene	642597
HGNC:367	AKAP1	protein-coding gene	8165
HGNC:55339	AKAP1-DT	non-coding RNA	119139901
HGNC:373	AKAP3	protein-coding gene	10566
HGNC:374	AKAP4	protein-coding gene	8852
HGNC:375	AKAP5	protein-coding gene	9495
HGNC:376	AKAP6	protein-coding gene	9472
HGNC:377	AKAP7	protein-coding gene	9465
HGNC:378	AKAP8	protein-coding gene	10270
HGNC:29857	AKAP8L	protein-coding gene	26993
HGNC:49758	AKAP8P1	pseudogene	646114
HGNC:379	AKAP9	protein-coding gene	10142
HGNC:368	AKAP10	protein-coding gene	11216
HGNC:369	AKAP11	protein-coding gene	11215
HGNC:370	AKAP12	protein-coding gene	9590
HGNC:371	AKAP13	protein-coding gene	11214
HGNC:24061	AKAP14	protein-coding gene	158798
HGNC:18783	AKAP17A	protein-coding gene	8227
HGNC:38514	AKAP17BP	pseudogene	139516
HGNC:1170	AKIP1	protein-coding gene	56672
HGNC:25744	AKIRIN1	protein-coding gene	79647
HGNC:50794	AKIRIN1P1	pseudogene	100418731
HGNC:50797	AKIRIN1P2	pseudogene	106480306
HGNC:21407	AKIRIN2	protein-coding gene	55122
HGNC:50796	AKIRIN2P1	pseudogene	100216487
HGNC:24108	AKNA	protein-coding gene	80709
HGNC:28398	AKNAD1	protein-coding gene	254268
HGNC:380	AKR1A1	protein-coding gene	10327
HGNC:381	AKR1B1	protein-coding gene	231
HGNC:420	AKR1B1P1	pseudogene	401982
HGNC:425	AKR1B1P2	pseudogene	236
HGNC:422	AKR1B1P3	pseudogene	729347
HGNC:423	AKR1B1P4	pseudogene	390402
HGNC:20002	AKR1B1P5	pseudogene	390482
HGNC:33498	AKR1B1P6	pseudogene	100129769
HGNC:33497	AKR1B1P7	pseudogene	126242
HGNC:33496	AKR1B1P8	pseudogene	392525
HGNC:382	AKR1B10	protein-coding gene	57016
HGNC:45062	AKR1B10P1	pseudogene	340888
HGNC:45063	AKR1B10P2	pseudogene	643582
HGNC:37281	AKR1B15	protein-coding gene	441282
HGNC:384	AKR1C1	protein-coding gene	1645
HGNC:385	AKR1C2	protein-coding gene	1646
HGNC:386	AKR1C3	protein-coding gene	8644
HGNC:387	AKR1C4	protein-coding gene	1109
HGNC:44679	AKR1C5P	pseudogene	100996684
HGNC:44680	AKR1C6P	pseudogene	389932
HGNC:44681	AKR1C7P	pseudogene	648947
HGNC:23469	AKR1C8P	pseudogene	340811
HGNC:388	AKR1D1	protein-coding gene	6718
HGNC:11288	AKR1D1P1	pseudogene	80701
HGNC:23437	AKR1E2	protein-coding gene	83592
HGNC:389	AKR7A2	protein-coding gene	8574
HGNC:24062	AKR7A2P1	pseudogene	246182
HGNC:55059	AKR7A2P2	pseudogene	159007
HGNC:390	AKR7A3	protein-coding gene	22977
HGNC:24056	AKR7L	protein-coding gene	246181
HGNC:391	AKT1	protein-coding gene	207
HGNC:28426	AKT1S1	protein-coding gene	84335
HGNC:392	AKT2	protein-coding gene	208
HGNC:393	AKT3	protein-coding gene	10000
HGNC:41304	AKT3-IT1	non-coding RNA	100874263
HGNC:16710	AKTIP	protein-coding gene	64400
HGNC:395	ALAD	protein-coding gene	210
HGNC:396	ALAS1	protein-coding gene	211
HGNC:397	ALAS2	protein-coding gene	212
HGNC:399	ALB	protein-coding gene	213
HGNC:400	ALCAM	protein-coding gene	214
HGNC:402	ALDH1A1	protein-coding gene	216
HGNC:15472	ALDH1A2	protein-coding gene	8854
HGNC:409	ALDH1A3	protein-coding gene	220
HGNC:407	ALDH1B1	protein-coding gene	219
HGNC:3978	ALDH1L1	protein-coding gene	10840
HGNC:40244	ALDH1L1-AS1	non-coding RNA	100874204
HGNC:42446	ALDH1L1-AS2	non-coding RNA	100862662
HGNC:26777	ALDH1L2	protein-coding gene	160428
HGNC:404	ALDH2	protein-coding gene	217
HGNC:405	ALDH3A1	protein-coding gene	218
HGNC:403	ALDH3A2	protein-coding gene	224
HGNC:410	ALDH3B1	protein-coding gene	221
HGNC:411	ALDH3B2	protein-coding gene	222
HGNC:406	ALDH4A1	protein-coding gene	8659
HGNC:408	ALDH5A1	protein-coding gene	7915
HGNC:7179	ALDH6A1	protein-coding gene	4329
HGNC:877	ALDH7A1	protein-coding gene	501
HGNC:878	ALDH7A1P1	pseudogene	541
HGNC:879	ALDH7A1P2	pseudogene	542
HGNC:880	ALDH7A1P3	pseudogene	543
HGNC:881	ALDH7A1P4	pseudogene	544
HGNC:15471	ALDH8A1	protein-coding gene	64577
HGNC:412	ALDH9A1	protein-coding gene	223
HGNC:28114	ALDH16A1	protein-coding gene	126133
HGNC:9722	ALDH18A1	protein-coding gene	5832
HGNC:414	ALDOA	protein-coding gene	226
HGNC:415	ALDOAP1	pseudogene	391538
HGNC:416	ALDOAP2	pseudogene	228
HGNC:417	ALDOB	protein-coding gene	229
HGNC:418	ALDOC	protein-coding gene	230
HGNC:18294	ALG1	protein-coding gene	56052
HGNC:33721	ALG1L	protein-coding gene	200810
HGNC:37258	ALG1L2	protein-coding gene	644974
HGNC:44372	ALG1L3P	pseudogene	100132066
HGNC:44374	ALG1L5P	pseudogene	647415
HGNC:44375	ALG1L6P	pseudogene	339879
HGNC:44376	ALG1L7P	pseudogene	728263
HGNC:44377	ALG1L8P	pseudogene	645015
HGNC:44378	ALG1L9P	pseudogene	285407
HGNC:44379	ALG1L10P	pseudogene	106479037
HGNC:44380	ALG1L11P	pseudogene	106480789
HGNC:44381	ALG1L12P	pseudogene	100421097
HGNC:44382	ALG1L13P	pseudogene	106479038
HGNC:44383	ALG1L14P	pseudogene	100996649
HGNC:44384	ALG1L15P	pseudogene	730086
HGNC:23159	ALG2	protein-coding gene	85365
HGNC:23056	ALG3	protein-coding gene	10195
HGNC:45159	ALG3P1	pseudogene	442131
HGNC:20266	ALG5	protein-coding gene	29880
HGNC:23157	ALG6	protein-coding gene	29929
HGNC:23161	ALG8	protein-coding gene	79053
HGNC:15672	ALG9	protein-coding gene	79796
HGNC:41409	ALG9-IT1	non-coding RNA	100874303
HGNC:23162	ALG10	protein-coding gene	84920
HGNC:31088	ALG10B	protein-coding gene	144245
HGNC:32456	ALG11	protein-coding gene	440138
HGNC:19358	ALG12	protein-coding gene	79087
HGNC:30881	ALG13	protein-coding gene	79868
HGNC:41277	ALG13-AS1	non-coding RNA	106478971
HGNC:28287	ALG14	protein-coding gene	199857
HGNC:41192	ALG14-AS1	non-coding RNA	101928098
HGNC:427	ALK	protein-coding gene	238
HGNC:33775	ALKAL1	protein-coding gene	389658
HGNC:27683	ALKAL2	protein-coding gene	285016
HGNC:17911	ALKBH1	protein-coding gene	8846
HGNC:32487	ALKBH2	protein-coding gene	121642
HGNC:30141	ALKBH3	protein-coding gene	221120
HGNC:48670	ALKBH3-AS1	non-coding RNA	100507300
HGNC:21900	ALKBH4	protein-coding gene	54784
HGNC:25996	ALKBH5	protein-coding gene	54890
HGNC:28243	ALKBH6	protein-coding gene	84964
HGNC:21306	ALKBH7	protein-coding gene	84266
HGNC:25189	ALKBH8	protein-coding gene	91801
HGNC:17377	ALLC	protein-coding gene	55821
HGNC:428	ALMS1	protein-coding gene	7840
HGNC:41305	ALMS1-IT1	non-coding RNA	100874291
HGNC:29586	ALMS1P1	pseudogene	200420
HGNC:435	ALOX5	protein-coding gene	240
HGNC:436	ALOX5AP	protein-coding gene	241
HGNC:429	ALOX12	protein-coding gene	239
HGNC:51342	ALOX12-AS1	non-coding RNA	100506713
HGNC:430	ALOX12B	protein-coding gene	242
HGNC:431	ALOX12P1	pseudogene	243
HGNC:432	ALOX12P2	pseudogene	245
HGNC:433	ALOX15	protein-coding gene	246
HGNC:434	ALOX15B	protein-coding gene	247
HGNC:13742	ALOX15P1	pseudogene	100652883
HGNC:39027	ALOX15P2	pseudogene	642959
HGNC:13743	ALOXE3	protein-coding gene	59344
HGNC:44238	ALOXE3P1	pseudogene	100420216
HGNC:441	ALPG	protein-coding gene	251
HGNC:437	ALPI	protein-coding gene	248
HGNC:20917	ALPK1	protein-coding gene	80216
HGNC:20565	ALPK2	protein-coding gene	115701
HGNC:17574	ALPK3	protein-coding gene	57538
HGNC:438	ALPL	protein-coding gene	249
HGNC:439	ALPP	protein-coding gene	250
HGNC:14016	ALPPP	pseudogene	260330
HGNC:443	ALS2	protein-coding gene	57679
HGNC:20605	ALS2CL	protein-coding gene	259173
HGNC:1494	ALX1	protein-coding gene	8092
HGNC:449	ALX3	protein-coding gene	257
HGNC:450	ALX4	protein-coding gene	60529
HGNC:19071	ALYREF	protein-coding gene	10189
HGNC:451	AMACR	protein-coding gene	23600
HGNC:452	AMBN	protein-coding gene	258
HGNC:453	AMBP	protein-coding gene	259
HGNC:25990	AMBRA1	protein-coding gene	55626
HGNC:457	AMD1	protein-coding gene	262
HGNC:44898	AMD1P1	pseudogene	100133024
HGNC:460	AMD1P2	pseudogene	263
HGNC:51608	AMD1P3	pseudogene	728931
HGNC:51609	AMD1P4	pseudogene	100129761
HGNC:28577	AMDHD1	protein-coding gene	144193
HGNC:24262	AMDHD2	protein-coding gene	51005
HGNC:461	AMELX	protein-coding gene	265
HGNC:462	AMELY	protein-coding gene	266
HGNC:26837	AMER1	protein-coding gene	139285
HGNC:26360	AMER2	protein-coding gene	219287
HGNC:26771	AMER3	protein-coding gene	205147
HGNC:463	AMFR	protein-coding gene	267
HGNC:464	AMH	protein-coding gene	268
HGNC:465	AMHR2	protein-coding gene	269
HGNC:20824	AMIGO1	protein-coding gene	57463
HGNC:24073	AMIGO2	protein-coding gene	347902
HGNC:24075	AMIGO3	protein-coding gene	386724
HGNC:466	AMLCR2	other	9163
HGNC:467	AMMECR1	protein-coding gene	9949
HGNC:41306	AMMECR1-IT1	non-coding RNA	100874352
HGNC:28658	AMMECR1L	protein-coding gene	83607
HGNC:39809	AMMECR1LP1	pseudogene	100420921
HGNC:14604	AMN	protein-coding gene	81693
HGNC:27281	AMN1	protein-coding gene	196394
HGNC:17810	AMOT	protein-coding gene	154796
HGNC:17811	AMOTL1	protein-coding gene	154810
HGNC:17812	AMOTL2	protein-coding gene	51421
HGNC:468	AMPD1	protein-coding gene	270
HGNC:469	AMPD2	protein-coding gene	271
HGNC:470	AMPD3	protein-coding gene	272
HGNC:471	AMPH	protein-coding gene	273
HGNC:473	AMT	protein-coding gene	275
HGNC:33188	AMTN	protein-coding gene	401138
HGNC:474	AMY1A	protein-coding gene	276
HGNC:475	AMY1B	protein-coding gene	277
HGNC:476	AMY1C	protein-coding gene	278
HGNC:477	AMY2A	protein-coding gene	279
HGNC:478	AMY2B	protein-coding gene	280
HGNC:479	AMYP1	pseudogene	281
HGNC:22231	AMZ1	protein-coding gene	155185
HGNC:28041	AMZ2	protein-coding gene	51321
HGNC:26491	AMZ2P1	pseudogene	201283
HGNC:38072	AMZ2P2	pseudogene	100421018
HGNC:54911	AMZ2P3	pseudogene	100128929
HGNC:19988	ANAPC1	protein-coding gene	64682
HGNC:44150	ANAPC1P1	pseudogene	100286979
HGNC:54708	ANAPC1P2	pseudogene	285074
HGNC:54709	ANAPC1P3	pseudogene	100420889
HGNC:54710	ANAPC1P4	pseudogene	730268
HGNC:54711	ANAPC1P5	pseudogene	100420890
HGNC:54712	ANAPC1P6	pseudogene	402096
HGNC:19989	ANAPC2	protein-coding gene	29882
HGNC:19990	ANAPC4	protein-coding gene	29945
HGNC:15713	ANAPC5	protein-coding gene	51433
HGNC:17380	ANAPC7	protein-coding gene	51434
HGNC:24077	ANAPC10	protein-coding gene	10393
HGNC:33976	ANAPC10P1	pseudogene	729198
HGNC:14452	ANAPC11	protein-coding gene	51529
HGNC:24540	ANAPC13	protein-coding gene	25847
HGNC:24531	ANAPC15	protein-coding gene	25906
HGNC:54888	ANAPC15P1	pseudogene	100128808
HGNC:54889	ANAPC15P2	pseudogene	117751731
HGNC:26976	ANAPC16	protein-coding gene	119504
HGNC:482	ANCR	other	282
HGNC:483	ANG	protein-coding gene	283
HGNC:19961	ANGEL1	protein-coding gene	23357
HGNC:30534	ANGEL2	protein-coding gene	90806
HGNC:484	ANGPT1	protein-coding gene	284
HGNC:485	ANGPT2	protein-coding gene	285
HGNC:487	ANGPT4	protein-coding gene	51378
HGNC:489	ANGPTL1	protein-coding gene	9068
HGNC:490	ANGPTL2	protein-coding gene	23452
HGNC:491	ANGPTL3	protein-coding gene	27329
HGNC:16039	ANGPTL4	protein-coding gene	51129
HGNC:19705	ANGPTL5	protein-coding gene	253935
HGNC:23140	ANGPTL6	protein-coding gene	83854
HGNC:24078	ANGPTL7	protein-coding gene	10218
HGNC:24933	ANGPTL8	protein-coding gene	55908
HGNC:40024	ANHX	protein-coding gene	647589
HGNC:492	ANK1	protein-coding gene	286
HGNC:493	ANK2	protein-coding gene	287
HGNC:40076	ANK2-AS1	non-coding RNA	105377373
HGNC:494	ANK3	protein-coding gene	288
HGNC:54102	ANK3-DT	non-coding RNA	105378320
HGNC:26350	ANKAR	protein-coding gene	150709
HGNC:28002	ANKDD1A	protein-coding gene	348094
HGNC:32525	ANKDD1B	protein-coding gene	728780
HGNC:15803	ANKEF1	protein-coding gene	63926
HGNC:26766	ANKFN1	protein-coding gene	162282
HGNC:20763	ANKFY1	protein-coding gene	51479
HGNC:15492	ANKH	protein-coding gene	56172
HGNC:55234	ANKH-DT	non-coding RNA	118597842
HGNC:24714	ANKHD1	protein-coding gene	54882
HGNC:33530	ANKHD1-EIF4EBP3	other	404734
HGNC:22215	ANKIB1	protein-coding gene	54467
HGNC:21027	ANKK1	protein-coding gene	255239
HGNC:26812	ANKLE1	protein-coding gene	126549
HGNC:29101	ANKLE2	protein-coding gene	23141
HGNC:20987	ANKMY1	protein-coding gene	51281
HGNC:25370	ANKMY2	protein-coding gene	57037
HGNC:13208	ANKRA2	protein-coding gene	57763
HGNC:15819	ANKRD1	protein-coding gene	27063
HGNC:495	ANKRD2	protein-coding gene	26287
HGNC:17280	ANKRD6	protein-coding gene	22881
HGNC:18588	ANKRD7	protein-coding gene	56311
HGNC:20096	ANKRD9	protein-coding gene	122416
HGNC:20265	ANKRD10	protein-coding gene	55608
HGNC:39891	ANKRD10-IT1	non-coding RNA	100505494
HGNC:21316	ANKRD11	protein-coding gene	29123
HGNC:54737	ANKRD11P1	pseudogene	100287912
HGNC:54738	ANKRD11P2	pseudogene	100419906
HGNC:29135	ANKRD12	protein-coding gene	23253
HGNC:21268	ANKRD13A	protein-coding gene	88455
HGNC:26363	ANKRD13B	protein-coding gene	124930
HGNC:25374	ANKRD13C	protein-coding gene	81573
HGNC:27880	ANKRD13D	protein-coding gene	338692
HGNC:23471	ANKRD16	protein-coding gene	54522
HGNC:23575	ANKRD17	protein-coding gene	26057
HGNC:23643	ANKRD18A	protein-coding gene	253650
HGNC:23644	ANKRD18B	protein-coding gene	441459
HGNC:43601	ANKRD18CP	pseudogene	101926917
HGNC:28016	ANKRD18DP	pseudogene	348840
HGNC:43609	ANKRD18EP	pseudogene	100131031
HGNC:22567	ANKRD19P	pseudogene	138649
HGNC:23665	ANKRD20A1	protein-coding gene	84210
HGNC:31979	ANKRD20A2P	pseudogene	441430
HGNC:31981	ANKRD20A3P	pseudogene	441425
HGNC:31982	ANKRD20A4P	pseudogene	728747
HGNC:33833	ANKRD20A5P	pseudogene	440482
HGNC:37714	ANKRD20A6P	pseudogene	728157
HGNC:31980	ANKRD20A7P	pseudogene	653436
HGNC:23666	ANKRD20A8P	pseudogene	729171
HGNC:42023	ANKRD20A9P	pseudogene	284232
HGNC:39707	ANKRD20A10P	pseudogene	100421422
HGNC:42024	ANKRD20A11P	pseudogene	391267
HGNC:43603	ANKRD20A12P	pseudogene	100874392
HGNC:43604	ANKRD20A13P	pseudogene	100132733
HGNC:43605	ANKRD20A14P	pseudogene	100533719
HGNC:43606	ANKRD20A15P	pseudogene	100533720
HGNC:43607	ANKRD20A16P	pseudogene	100421427
HGNC:43608	ANKRD20A17P	pseudogene	100421363
HGNC:23756	ANKRD20A18P	pseudogene	391269
HGNC:42737	ANKRD20A19P	pseudogene	400110
HGNC:32319	ANKRD20A20P	pseudogene	728788
HGNC:52329	ANKRD20A21P	pseudogene	102723552
HGNC:28321	ANKRD22	protein-coding gene	118932
HGNC:24470	ANKRD23	protein-coding gene	200539
HGNC:29424	ANKRD24	protein-coding gene	170961
HGNC:29186	ANKRD26	protein-coding gene	22852
HGNC:32955	ANKRD26P1	pseudogene	124149
HGNC:39687	ANKRD26P2	pseudogene	646929
HGNC:39689	ANKRD26P3	pseudogene	100101938
HGNC:39690	ANKRD26P4	pseudogene	100873882
HGNC:25310	ANKRD27	protein-coding gene	84079
HGNC:29024	ANKRD28	protein-coding gene	23243
HGNC:27110	ANKRD29	protein-coding gene	147463
HGNC:17234	ANKRD30A	protein-coding gene	91074
HGNC:24165	ANKRD30B	protein-coding gene	374860
HGNC:35167	ANKRD30BL	protein-coding gene	554226
HGNC:19722	ANKRD30BP1	pseudogene	642460
HGNC:16620	ANKRD30BP2	pseudogene	149992
HGNC:27873	ANKRD30BP3	pseudogene	338579
HGNC:26853	ANKRD31	protein-coding gene	256006
HGNC:13788	ANKRD33	protein-coding gene	341405
HGNC:35240	ANKRD33B	protein-coding gene	651746
HGNC:41298	ANKRD33B-AS1	non-coding RNA	100874247
HGNC:27639	ANKRD34A	protein-coding gene	284615
HGNC:33736	ANKRD34B	protein-coding gene	340120
HGNC:33888	ANKRD34C	protein-coding gene	390616
HGNC:48618	ANKRD34C-AS1	non-coding RNA	729911
HGNC:26323	ANKRD35	protein-coding gene	148741
HGNC:24079	ANKRD36	protein-coding gene	375248
HGNC:29333	ANKRD36B	protein-coding gene	57730
HGNC:28169	ANKRD36BP1	pseudogene	84832
HGNC:33607	ANKRD36BP2	pseudogene	645784
HGNC:32946	ANKRD36C	protein-coding gene	400986
HGNC:37759	ANKRD36P1	pseudogene	100132420
HGNC:29593	ANKRD37	protein-coding gene	353322
HGNC:28640	ANKRD39	protein-coding gene	51239
HGNC:28233	ANKRD40	protein-coding gene	91369
HGNC:26080	ANKRD40CL	protein-coding gene	55018
HGNC:26752	ANKRD42	protein-coding gene	338699
HGNC:25259	ANKRD44	protein-coding gene	91526
HGNC:41090	ANKRD44-AS1	non-coding RNA	101927596
HGNC:41477	ANKRD44-IT1	non-coding RNA	101927547
HGNC:24786	ANKRD45	protein-coding gene	339416
HGNC:27229	ANKRD46	protein-coding gene	157567
HGNC:25970	ANKRD49	protein-coding gene	54851
HGNC:54619	ANKRD49P1	pseudogene	100419814
HGNC:54620	ANKRD49P2	pseudogene	116435289
HGNC:54621	ANKRD49P3	pseudogene	391834
HGNC:54622	ANKRD49P4	pseudogene	100130680
HGNC:29223	ANKRD50	protein-coding gene	57182
HGNC:26614	ANKRD52	protein-coding gene	283373
HGNC:25691	ANKRD53	protein-coding gene	79998
HGNC:25185	ANKRD54	protein-coding gene	129138
