hgnc_id	symbol	locus_type
HGNC:34970	TRI-AAT7-2	RNA, transfer
HGNC:34656	TRI-AAT8-1	RNA, transfer
HGNC:12300	TRI-AAT9-1	RNA, transfer
HGNC:35034	TRI-AAT10-1	pseudogene
HGNC:35047	TRI-AAT11-1	pseudogene
HGNC:35054	TRI-AAT12-1	RNA, transfer
HGNC:34694	TRI-GAT1-1	RNA, transfer
HGNC:34609	TRI-GAT1-2	RNA, transfer
HGNC:34996	TRI-GAT1-3	RNA, transfer
HGNC:34891	TRI-TAT1-1	RNA, transfer
HGNC:34828	TRI-TAT2-1	RNA, transfer
HGNC:34587	TRI-TAT2-2	RNA, transfer
HGNC:34693	TRI-TAT2-3	RNA, transfer
HGNC:34916	TRI-TAT3-1	RNA, transfer
HGNC:26937	TRIAP1	gene with protein product
HGNC:31659	TRIAP1P1	pseudogene
HGNC:16891	TRIB1	gene with protein product
HGNC:30809	TRIB2	gene with protein product
HGNC:16228	TRIB3	gene with protein product
HGNC:22200	TRIL	gene with protein product
HGNC:15974	TRIM2	gene with protein product
HGNC:10064	TRIM3	gene with protein product
HGNC:16275	TRIM4	gene with protein product
HGNC:16276	TRIM5	gene with protein product
HGNC:16277	TRIM6	gene with protein product
HGNC:33440	TRIM6-TRIM34	readthrough
HGNC:16278	TRIM7	gene with protein product
HGNC:40764	TRIM7-AS1	RNA, long non-coding
HGNC:15579	TRIM8	gene with protein product
HGNC:55573	TRIM8-DT	RNA, long non-coding
HGNC:16288	TRIM9	gene with protein product
HGNC:10072	TRIM10	gene with protein product
HGNC:16281	TRIM11	gene with protein product
HGNC:9976	TRIM13	gene with protein product
HGNC:16283	TRIM14	gene with protein product
HGNC:16284	TRIM15	gene with protein product
HGNC:17241	TRIM16	gene with protein product
HGNC:32670	TRIM16L	gene with protein product
HGNC:13430	TRIM17	gene with protein product
HGNC:11312	TRIM21	gene with protein product
HGNC:16379	TRIM22	gene with protein product
HGNC:660	TRIM23	gene with protein product
HGNC:11812	TRIM24	gene with protein product
HGNC:12932	TRIM25	gene with protein product
HGNC:12962	TRIM26	gene with protein product
HGNC:31338	TRIM26BP	pseudogene
HGNC:9975	TRIM27	gene with protein product
HGNC:16384	TRIM28	gene with protein product
HGNC:17274	TRIM29	gene with protein product
HGNC:16289	TRIM31	gene with protein product
HGNC:39761	TRIM31-AS1	RNA, long non-coding
HGNC:16380	TRIM32	gene with protein product
HGNC:16290	TRIM33	gene with protein product
HGNC:10063	TRIM34	gene with protein product
HGNC:16285	TRIM35	gene with protein product
HGNC:16280	TRIM36	gene with protein product
HGNC:41422	TRIM36-IT1	RNA, long non-coding
HGNC:7523	TRIM37	gene with protein product
HGNC:10059	TRIM38	gene with protein product
HGNC:10065	TRIM39	gene with protein product
HGNC:38845	TRIM39-RPP21	readthrough
HGNC:18736	TRIM40	gene with protein product
HGNC:19013	TRIM41	gene with protein product
HGNC:19014	TRIM42	gene with protein product
HGNC:19015	TRIM43	gene with protein product
HGNC:37146	TRIM43B	gene with protein product
HGNC:43981	TRIM43CP	pseudogene
HGNC:19016	TRIM44	gene with protein product
HGNC:19018	TRIM45	gene with protein product
HGNC:19019	TRIM46	gene with protein product
HGNC:19020	TRIM47	gene with protein product
HGNC:19021	TRIM48	gene with protein product
HGNC:13431	TRIM49	gene with protein product
HGNC:42955	TRIM49B	gene with protein product
HGNC:38877	TRIM49C	gene with protein product
HGNC:43973	TRIM49D1	gene with protein product
HGNC:37217	TRIM49D2	gene with protein product
HGNC:19017	TRIM50	gene with protein product
HGNC:19023	TRIM51	gene with protein product
HGNC:37145	TRIM51BP	pseudogene
HGNC:43968	TRIM51CP	pseudogene
HGNC:43969	TRIM51DP	pseudogene
HGNC:43970	TRIM51EP	pseudogene
HGNC:43966	TRIM51FP	pseudogene
HGNC:43972	TRIM51G	gene with protein product
HGNC:43977	TRIM51HP	pseudogene
HGNC:43978	TRIM51JP	pseudogene
HGNC:19024	TRIM52	gene with protein product
HGNC:49006	TRIM52-AS1	RNA, long non-coding
HGNC:19025	TRIM53AP	pseudogene
HGNC:37144	TRIM53BP	pseudogene
HGNC:43979	TRIM53CP	pseudogene
HGNC:16008	TRIM54	gene with protein product
HGNC:14215	TRIM55	gene with protein product
HGNC:19028	TRIM56	gene with protein product
HGNC:24150	TRIM58	gene with protein product
HGNC:30834	TRIM59	gene with protein product
HGNC:21162	TRIM60	gene with protein product
HGNC:38403	TRIM60P1Y	pseudogene
HGNC:38405	TRIM60P2Y	pseudogene
HGNC:38409	TRIM60P3Y	pseudogene
HGNC:38425	TRIM60P4Y	pseudogene
HGNC:38430	TRIM60P5Y	pseudogene
HGNC:38432	TRIM60P6Y	pseudogene
HGNC:38433	TRIM60P7Y	pseudogene
HGNC:38458	TRIM60P8Y	pseudogene
HGNC:38459	TRIM60P9Y	pseudogene
HGNC:38462	TRIM60P10Y	pseudogene
HGNC:38463	TRIM60P11Y	pseudogene
HGNC:38465	TRIM60P12Y	pseudogene
HGNC:38485	TRIM60P13	pseudogene
HGNC:38486	TRIM60P14	pseudogene
HGNC:38487	TRIM60P15	pseudogene
HGNC:38488	TRIM60P16	pseudogene
HGNC:38489	TRIM60P17	pseudogene
HGNC:38490	TRIM60P18	pseudogene
HGNC:42010	TRIM60P19	pseudogene
HGNC:24339	TRIM61	gene with protein product
HGNC:25574	TRIM62	gene with protein product
HGNC:16007	TRIM63	gene with protein product
HGNC:14663	TRIM64	gene with protein product
HGNC:37147	TRIM64B	gene with protein product
HGNC:37148	TRIM64C	gene with protein product
HGNC:43974	TRIM64DP	pseudogene
HGNC:43975	TRIM64EP	pseudogene
HGNC:43976	TRIM64FP	pseudogene
HGNC:27316	TRIM65	gene with protein product
HGNC:29005	TRIM66	gene with protein product
HGNC:31859	TRIM67	gene with protein product
HGNC:41282	TRIM67-AS1	RNA, long non-coding
HGNC:21161	TRIM68	gene with protein product
HGNC:17857	TRIM69	gene with protein product
HGNC:32669	TRIM71	gene with protein product
HGNC:32671	TRIM72	gene with protein product
HGNC:18162	TRIM73	gene with protein product
HGNC:17453	TRIM74	gene with protein product
HGNC:32686	TRIM75	gene with protein product
HGNC:34228	TRIM77	gene with protein product
HGNC:43980	TRIM77BP	pseudogene
HGNC:51490	TRIM80P	pseudogene
HGNC:26698	TRIML1	gene with protein product
HGNC:26378	TRIML2	gene with protein product
HGNC:12303	TRIO	gene with protein product
HGNC:17009	TRIOBP	gene with protein product
HGNC:12310	TRIP4	gene with protein product
HGNC:12311	TRIP6	gene with protein product
HGNC:12304	TRIP10	gene with protein product
HGNC:12305	TRIP11	gene with protein product
HGNC:12306	TRIP12	gene with protein product
HGNC:12307	TRIP13	gene with protein product
HGNC:27828	TRIQK	gene with protein product
HGNC:28424	TRIR	gene with protein product
HGNC:20286	TRIT1	gene with protein product
HGNC:34668	TRK-CTT1-1	RNA, transfer
HGNC:34572	TRK-CTT1-2	RNA, transfer
HGNC:34761	TRK-CTT2-1	RNA, transfer
HGNC:34967	TRK-CTT2-2	RNA, transfer
HGNC:33199	TRK-CTT2-3	RNA, transfer
HGNC:34671	TRK-CTT2-4	RNA, transfer
HGNC:34848	TRK-CTT2-5	RNA, transfer
HGNC:34681	TRK-CTT3-1	RNA, transfer
HGNC:34621	TRK-CTT4-1	RNA, transfer
HGNC:34772	TRK-CTT5-1	RNA, transfer
HGNC:34552	TRK-CTT6-1	RNA, transfer
HGNC:35098	TRK-CTT7-1	RNA, transfer
HGNC:34807	TRK-CTT8-1	RNA, transfer
HGNC:34742	TRK-CTT9-1	RNA, transfer
HGNC:34935	TRK-CTT10-1	RNA, transfer
HGNC:34878	TRK-CTT11-1	RNA, transfer
HGNC:35036	TRK-CTT12-1	pseudogene
HGNC:35009	TRK-CTT13-1	pseudogene
HGNC:35039	TRK-CTT14-1	pseudogene
HGNC:34556	TRK-CTT15-1	pseudogene
HGNC:35113	TRK-CTT16-1	pseudogene
HGNC:34687	TRK-TTT1-1	RNA, transfer
HGNC:34860	TRK-TTT2-1	RNA, transfer
HGNC:34684	TRK-TTT3-1	RNA, transfer
HGNC:34994	TRK-TTT3-2	RNA, transfer
HGNC:34797	TRK-TTT3-3	RNA, transfer
HGNC:33256	TRK-TTT3-4	RNA, transfer
HGNC:12314	TRK-TTT3-5	RNA, transfer
HGNC:34612	TRK-TTT4-1	RNA, transfer
HGNC:34801	TRK-TTT5-1	RNA, transfer
HGNC:34745	TRK-TTT6-1	RNA, transfer
HGNC:34900	TRK-TTT7-1	RNA, transfer
HGNC:34659	TRK-TTT8-1	RNA, transfer
HGNC:34958	TRK-TTT9-1	RNA, transfer
HGNC:35053	TRK-TTT10-1	pseudogene
HGNC:34665	TRK-TTT11-1	RNA, transfer
HGNC:34610	TRK-TTT12-1	pseudogene
HGNC:35116	TRK-TTT13-1	pseudogene
HGNC:35089	TRK-TTT14-1	RNA, transfer
HGNC:35079	TRK-TTT15-1	pseudogene
HGNC:34960	TRK-TTT16-1	RNA, transfer
HGNC:35094	TRK-TTT17-1	RNA, transfer
HGNC:34930	TRL-AAG1-1	RNA, transfer
HGNC:34836	TRL-AAG1-2	RNA, transfer
HGNC:34561	TRL-AAG1-3	RNA, transfer
HGNC:34895	TRL-AAG2-1	RNA, transfer
HGNC:34765	TRL-AAG2-2	RNA, transfer
HGNC:12315	TRL-AAG2-3	RNA, transfer
HGNC:34857	TRL-AAG2-4	RNA, transfer
HGNC:34731	TRL-AAG3-1	RNA, transfer
HGNC:34680	TRL-AAG4-1	RNA, transfer
HGNC:34602	TRL-AAG5-1	RNA, transfer
HGNC:34998	TRL-AAG6-1	pseudogene
HGNC:35068	TRL-AAG7-1	pseudogene
HGNC:34917	TRL-AAG8-1	RNA, transfer
HGNC:38583	TRL-CAA1-1	RNA, transfer
HGNC:34800	TRL-CAA1-2	RNA, transfer
HGNC:34867	TRL-CAA2-1	RNA, transfer
HGNC:34597	TRL-CAA3-1	RNA, transfer
HGNC:34762	TRL-CAA4-1	RNA, transfer
HGNC:34938	TRL-CAA5-1	RNA, transfer
HGNC:34560	TRL-CAA6-1	RNA, transfer
HGNC:35074	TRL-CAA7-1	RNA, transfer
HGNC:34962	TRL-CAG1-1	RNA, transfer
HGNC:34568	TRL-CAG1-2	RNA, transfer
HGNC:34883	TRL-CAG1-3	RNA, transfer
HGNC:34932	TRL-CAG1-4	RNA, transfer
HGNC:34701	TRL-CAG1-5	RNA, transfer
HGNC:34577	TRL-CAG1-6	RNA, transfer
HGNC:34854	TRL-CAG1-7	RNA, transfer
HGNC:34692	TRL-CAG2-1	RNA, transfer
HGNC:34649	TRL-CAG2-2	RNA, transfer
HGNC:34767	TRL-CAG3-1	RNA, transfer
HGNC:34880	TRL-TAA1-1	RNA, transfer
HGNC:34726	TRL-TAA2-1	RNA, transfer
HGNC:34803	TRL-TAA3-1	RNA, transfer
HGNC:34626	TRL-TAA4-1	RNA, transfer
HGNC:34737	TRL-TAA5-1	pseudogene
HGNC:12316	TRL-TAG1-1	RNA, transfer
HGNC:34713	TRL-TAG2-1	RNA, transfer
HGNC:34591	TRL-TAG3-1	RNA, transfer
HGNC:35011	TRL-TAG4-1	pseudogene
HGNC:34764	TRM-CAT1-1	RNA, transfer
HGNC:34697	TRM-CAT2-1	RNA, transfer
HGNC:34779	TRM-CAT3-1	RNA, transfer
HGNC:34673	TRM-CAT3-2	RNA, transfer
HGNC:34661	TRM-CAT4-1	RNA, transfer
HGNC:34922	TRM-CAT4-2	RNA, transfer
HGNC:34959	TRM-CAT4-3	RNA, transfer
HGNC:34869	TRM-CAT5-1	RNA, transfer
HGNC:54713	TRM-CAT5-2	RNA, transfer
HGNC:34789	TRM-CAT6-1	RNA, transfer
HGNC:34645	TRM-CAT7-1	RNA, transfer
HGNC:30967	TRMO	gene with protein product
HGNC:25980	TRMT1	gene with protein product
HGNC:16782	TRMT1L	gene with protein product
HGNC:55145	TRMT1P1	pseudogene
HGNC:24974	TRMT2A	gene with protein product
HGNC:25748	TRMT2B	gene with protein product
HGNC:41116	TRMT2B-AS1	RNA, long non-coding
HGNC:23141	TRMT5	gene with protein product
HGNC:20900	TRMT6	gene with protein product
HGNC:26725	TRMT9B	gene with protein product
HGNC:28403	TRMT10A	gene with protein product
HGNC:26454	TRMT10B	gene with protein product
HGNC:52409	TRMT10BP1	pseudogene
HGNC:26022	TRMT10C	gene with protein product
HGNC:21080	TRMT11	gene with protein product
HGNC:26091	TRMT12	gene with protein product
HGNC:25502	TRMT13	gene with protein product
HGNC:26653	TRMT44	gene with protein product
HGNC:23790	TRMT61A	gene with protein product
HGNC:26070	TRMT61B	gene with protein product
HGNC:26940	TRMT112	gene with protein product
HGNC:44020	TRMT112P1	pseudogene
HGNC:44021	TRMT112P2	pseudogene
HGNC:44022	TRMT112P3	pseudogene
HGNC:44023	TRMT112P4	pseudogene
HGNC:44024	TRMT112P5	pseudogene
HGNC:44025	TRMT112P6	pseudogene
HGNC:44026	TRMT112P7	pseudogene
HGNC:25481	TRMU	gene with protein product
HGNC:34887	TRN-ATT1-1	RNA, transfer
HGNC:50812	TRN-ATT1-2	RNA, transfer
HGNC:34688	TRN-GTT1-1	RNA, transfer
HGNC:12324	TRN-GTT2-1	RNA, transfer
HGNC:34971	TRN-GTT2-2	RNA, transfer
HGNC:34643	TRN-GTT2-3	RNA, transfer
HGNC:34595	TRN-GTT2-4	RNA, transfer
HGNC:34738	TRN-GTT2-5	RNA, transfer
HGNC:34758	TRN-GTT2-6	RNA, transfer
HGNC:54714	TRN-GTT2-7	RNA, transfer
HGNC:54715	TRN-GTT2-8	RNA, transfer
HGNC:34890	TRN-GTT3-1	RNA, transfer
HGNC:34689	TRN-GTT3-2	RNA, transfer
HGNC:33197	TRN-GTT4-1	RNA, transfer
HGNC:38582	TRN-GTT5-1	RNA, transfer
HGNC:33198	TRN-GTT6-1	RNA, transfer
HGNC:34562	TRN-GTT7-1	RNA, transfer
HGNC:34618	TRN-GTT8-1	RNA, transfer
HGNC:34870	TRN-GTT9-1	RNA, transfer
HGNC:34756	TRN-GTT9-2	RNA, transfer
HGNC:35092	TRN-GTT10-1	RNA, transfer
HGNC:34669	TRN-GTT11-1	RNA, transfer
HGNC:34820	TRN-GTT11-2	RNA, transfer
HGNC:34924	TRN-GTT12-1	RNA, transfer
HGNC:34746	TRN-GTT13-1	RNA, transfer
HGNC:34553	TRN-GTT14-1	RNA, transfer
HGNC:34796	TRN-GTT15-1	RNA, transfer
HGNC:54203	TRN-GTT15-2	RNA, transfer
HGNC:34628	TRN-GTT16-1	RNA, transfer
HGNC:34834	TRN-GTT16-2	RNA, transfer
HGNC:34639	TRN-GTT16-3	RNA, transfer
HGNC:34727	TRN-GTT16-4	RNA, transfer
HGNC:34906	TRN-GTT16-5	pseudogene
HGNC:34657	TRN-GTT17-1	RNA, transfer
HGNC:50799	TRN-GTT18-1	RNA, transfer
HGNC:34949	TRN-GTT19-1	RNA, transfer
HGNC:54205	TRN-GTT19-2	RNA, transfer
HGNC:34829	TRN-GTT20-1	RNA, transfer
HGNC:38584	TRN-GTT21-1	pseudogene
HGNC:35111	TRN-GTT22-1	pseudogene
HGNC:35064	TRN-GTT23-1	pseudogene
HGNC:54716	TRN-GTT24-1	RNA, transfer
HGNC:54717	TRN-GTT25-1	RNA, transfer
HGNC:54718	TRN-GTT26-1	RNA, transfer
HGNC:54719	TRN-GTT27-1	RNA, transfer
HGNC:30813	TRNAU1AP	gene with protein product
HGNC:34348	TRNP1	gene with protein product
HGNC:17341	TRNT1	gene with protein product
HGNC:12326	TRO	gene with protein product
HGNC:12327	TROAP	gene with protein product
HGNC:55453	TROAP-AS1	RNA, long non-coding
HGNC:34579	TRP-AGG1-1	RNA, transfer
HGNC:34578	TRP-AGG2-1	RNA, transfer
HGNC:34786	TRP-AGG2-2	RNA, transfer
HGNC:34840	TRP-AGG2-3	RNA, transfer
HGNC:34631	TRP-AGG2-4	RNA, transfer
HGNC:12330	TRP-AGG2-5	RNA, transfer
HGNC:12331	TRP-AGG2-6	RNA, transfer
HGNC:34698	TRP-AGG2-7	RNA, transfer
HGNC:34862	TRP-AGG2-8	RNA, transfer
HGNC:34929	TRP-AGG3-1	RNA, transfer
HGNC:35107	TRP-AGG4-1	pseudogene
HGNC:35055	TRP-AGG5-1	RNA, transfer
HGNC:35049	TRP-AGG6-1	pseudogene
HGNC:34774	TRP-CGG1-1	RNA, transfer
HGNC:34784	TRP-CGG1-2	RNA, transfer
HGNC:34686	TRP-CGG1-3	RNA, transfer
HGNC:34734	TRP-CGG2-1	RNA, transfer
HGNC:35026	TRP-GGG1-1	RNA, transfer
HGNC:34852	TRP-TGG1-1	RNA, transfer
HGNC:34787	TRP-TGG2-1	RNA, transfer
HGNC:12332	TRP-TGG3-1	RNA, transfer
HGNC:34648	TRP-TGG3-2	RNA, transfer
HGNC:34903	TRP-TGG3-3	RNA, transfer
HGNC:34956	TRP-TGG3-4	RNA, transfer
HGNC:34847	TRP-TGG3-5	RNA, transfer
HGNC:35056	TRP-TGG4-1	pseudogene
HGNC:35090	TRP-TGG5-1	pseudogene
HGNC:497	TRPA1	gene with protein product
HGNC:12333	TRPC1	gene with protein product
HGNC:12334	TRPC2	pseudogene
HGNC:12335	TRPC3	gene with protein product
HGNC:12336	TRPC4	gene with protein product
HGNC:16181	TRPC4AP	gene with protein product
HGNC:12337	TRPC5	gene with protein product
HGNC:40593	TRPC5OS	gene with protein product
HGNC:12338	TRPC6	gene with protein product
HGNC:23270	TRPC6P1	pseudogene
HGNC:55943	TRPC6P2	pseudogene
HGNC:55944	TRPC6P3	pseudogene
HGNC:55945	TRPC6P4	pseudogene
HGNC:55946	TRPC6P5	pseudogene
HGNC:55947	TRPC6P6	pseudogene
HGNC:55948	TRPC6P7	pseudogene
HGNC:55949	TRPC6P8	pseudogene
HGNC:55950	TRPC6P9	pseudogene
HGNC:55951	TRPC6P10	pseudogene
HGNC:20754	TRPC7	gene with protein product
HGNC:40936	TRPC7-AS1	RNA, long non-coding
HGNC:40937	TRPC7-AS2	RNA, long non-coding
HGNC:7146	TRPM1	gene with protein product
HGNC:12339	TRPM2	gene with protein product
HGNC:50758	TRPM2-AS	RNA, long non-coding
HGNC:17992	TRPM3	gene with protein product
HGNC:17993	TRPM4	gene with protein product
HGNC:14323	TRPM5	gene with protein product
HGNC:17995	TRPM6	gene with protein product
HGNC:17994	TRPM7	gene with protein product
HGNC:17961	TRPM8	gene with protein product
HGNC:12340	TRPS1	gene with protein product
HGNC:20316	TRPT1	gene with protein product
HGNC:12716	TRPV1	gene with protein product
HGNC:18082	TRPV2	gene with protein product
HGNC:18084	TRPV3	gene with protein product
HGNC:18083	TRPV4	gene with protein product
HGNC:3145	TRPV5	gene with protein product
HGNC:14006	TRPV6	gene with protein product
HGNC:34853	TRQ-CTG1-1	RNA, transfer
HGNC:34752	TRQ-CTG1-2	RNA, transfer
HGNC:34683	TRQ-CTG1-3	RNA, transfer
HGNC:34884	TRQ-CTG1-4	RNA, transfer
HGNC:12341	TRQ-CTG1-5	RNA, transfer
HGNC:34831	TRQ-CTG2-1	RNA, transfer
HGNC:34954	TRQ-CTG3-1	RNA, transfer
HGNC:34702	TRQ-CTG3-2	RNA, transfer
HGNC:34615	TRQ-CTG4-1	RNA, transfer
HGNC:34824	TRQ-CTG4-2	RNA, transfer
HGNC:34896	TRQ-CTG5-1	RNA, transfer
HGNC:34777	TRQ-CTG6-1	RNA, transfer
HGNC:34555	TRQ-CTG7-1	RNA, transfer
HGNC:34780	TRQ-CTG8-1	RNA, transfer
HGNC:34716	TRQ-CTG8-2	RNA, transfer
HGNC:54206	TRQ-CTG8-3	RNA, transfer
HGNC:35108	TRQ-CTG9-1	pseudogene
HGNC:34889	TRQ-CTG10-1	RNA, transfer
HGNC:35023	TRQ-CTG11-1	pseudogene
HGNC:34957	TRQ-CTG12-1	RNA, transfer
HGNC:35115	TRQ-CTG13-1	pseudogene
HGNC:38574	TRQ-CTG14-1	RNA, transfer
HGNC:34575	TRQ-CTG15-1	RNA, transfer
HGNC:35078	TRQ-CTG16-1	pseudogene
HGNC:34868	TRQ-CTG17-1	pseudogene
HGNC:34919	TRQ-CTG18-1	RNA, transfer
HGNC:12342	TRQ-TTG1-1	RNA, transfer
HGNC:34700	TRQ-TTG2-1	RNA, transfer
HGNC:34888	TRQ-TTG3-1	RNA, transfer
HGNC:34748	TRQ-TTG3-2	RNA, transfer
HGNC:34633	TRQ-TTG3-3	RNA, transfer
HGNC:34991	TRQ-TTG4-1	RNA, transfer
HGNC:35046	TRQ-TTG5-1	pseudogene
HGNC:34585	TRQ-TTG6-1	pseudogene
HGNC:35014	TRQ-TTG7-1	RNA, transfer
HGNC:35080	TRQ-TTG8-1	RNA, transfer
HGNC:35084	TRQ-TTG9-1	RNA, transfer
HGNC:34569	TRQ-TTG10-1	pseudogene
HGNC:34964	TRR-ACG1-1	RNA, transfer
HGNC:12344	TRR-ACG1-2	RNA, transfer
HGNC:34806	TRR-ACG1-3	RNA, transfer
HGNC:34664	TRR-ACG2-1	RNA, transfer
HGNC:34729	TRR-ACG2-2	RNA, transfer
HGNC:34660	TRR-ACG2-3	RNA, transfer
HGNC:34997	TRR-ACG2-4	RNA, transfer
HGNC:34933	TRR-CCG1-1	RNA, transfer
HGNC:34644	TRR-CCG1-2	RNA, transfer
HGNC:34735	TRR-CCG1-3	RNA, transfer
HGNC:12346	TRR-CCG2-1	RNA, transfer
HGNC:34638	TRR-CCT1-1	RNA, transfer
HGNC:34744	TRR-CCT2-1	RNA, transfer
HGNC:34730	TRR-CCT3-1	RNA, transfer
HGNC:34975	TRR-CCT4-1	RNA, transfer
HGNC:34833	TRR-CCT5-1	RNA, transfer
HGNC:35096	TRR-CCT6-1	pseudogene
HGNC:35019	TRR-CCT6-2	RNA, transfer
HGNC:35013	TRR-CCT7-1	pseudogene
HGNC:35077	TRR-CCT8-1	RNA, transfer
HGNC:35114	TRR-CCT9-1	pseudogene
HGNC:34827	TRR-TCG1-1	RNA, transfer
HGNC:34979	TRR-TCG2-1	RNA, transfer
HGNC:34939	TRR-TCG3-1	RNA, transfer
HGNC:12345	TRR-TCG4-1	RNA, transfer
HGNC:34593	TRR-TCG5-1	RNA, transfer
HGNC:34584	TRR-TCG6-1	RNA, transfer
HGNC:34695	TRR-TCT1-1	RNA, transfer
HGNC:12343	TRR-TCT2-1	RNA, transfer
HGNC:34670	TRR-TCT3-1	RNA, transfer
HGNC:34677	TRR-TCT3-2	RNA, transfer
HGNC:34728	TRR-TCT4-1	RNA, transfer
HGNC:34571	TRR-TCT5-1	RNA, transfer
HGNC:12347	TRRAP	gene with protein product
HGNC:35102	TRS-ACT1-1	pseudogene
HGNC:34920	TRS-AGA1-1	RNA, transfer
HGNC:34950	TRS-AGA2-1	RNA, transfer
HGNC:34637	TRS-AGA2-2	RNA, transfer
HGNC:16293	TRS-AGA2-3	RNA, transfer
HGNC:34810	TRS-AGA2-4	RNA, transfer
HGNC:34811	TRS-AGA2-5	RNA, transfer
HGNC:34747	TRS-AGA2-6	RNA, transfer
HGNC:33201	TRS-AGA3-1	RNA, transfer
HGNC:34629	TRS-AGA4-1	RNA, transfer
HGNC:35001	TRS-AGA5-1	RNA, transfer
HGNC:34989	TRS-AGA6-1	RNA, transfer
HGNC:35060	TRS-AGA7-1	RNA, transfer
HGNC:34596	TRS-CGA1-1	RNA, transfer
HGNC:34600	TRS-CGA2-1	RNA, transfer
HGNC:34768	TRS-CGA3-1	RNA, transfer
HGNC:34714	TRS-CGA4-1	RNA, transfer
HGNC:34719	TRS-GCT1-1	RNA, transfer
HGNC:34559	TRS-GCT2-1	RNA, transfer
HGNC:34851	TRS-GCT3-1	RNA, transfer
HGNC:34788	TRS-GCT4-1	RNA, transfer
HGNC:34792	TRS-GCT4-2	RNA, transfer
HGNC:34898	TRS-GCT4-3	RNA, transfer
HGNC:34721	TRS-GCT5-1	RNA, transfer
HGNC:34781	TRS-GCT6-1	RNA, transfer
HGNC:34845	TRS-TGA1-1	RNA, transfer
HGNC:16292	TRS-TGA2-1	RNA, transfer
HGNC:34999	TRS-TGA3-1	RNA, transfer
HGNC:16294	TRS-TGA4-1	RNA, transfer
HGNC:34995	TRSUP-CTA1-1	RNA, transfer
HGNC:35012	TRSUP-CTA2-1	RNA, transfer
HGNC:35043	TRSUP-CTA3-1	RNA, transfer
HGNC:34640	TRSUP-TTA1-1	RNA, transfer
HGNC:34897	TRSUP-TTA2-1	RNA, transfer
HGNC:35024	TRSUP-TTA3-1	RNA, transfer
HGNC:34750	TRT-AGT1-1	RNA, transfer
HGNC:34785	TRT-AGT1-2	RNA, transfer
HGNC:34563	TRT-AGT1-3	RNA, transfer
HGNC:34886	TRT-AGT2-1	RNA, transfer
HGNC:34908	TRT-AGT2-2	RNA, transfer
HGNC:35003	TRT-AGT3-1	RNA, transfer
HGNC:34942	TRT-AGT4-1	RNA, transfer
HGNC:35008	TRT-AGT5-1	RNA, transfer
HGNC:34705	TRT-AGT6-1	RNA, transfer
HGNC:12352	TRT-AGT7-1	RNA, transfer
HGNC:34594	TRT-CGT1-1	RNA, transfer
HGNC:34646	TRT-CGT2-1	RNA, transfer
HGNC:34928	TRT-CGT3-1	RNA, transfer
HGNC:34808	TRT-CGT4-1	RNA, transfer
HGNC:34866	TRT-CGT5-1	RNA, transfer
HGNC:34821	TRT-CGT6-1	RNA, transfer
HGNC:34912	TRT-TGT1-1	RNA, transfer
HGNC:34946	TRT-TGT2-1	RNA, transfer
HGNC:12351	TRT-TGT3-1	RNA, transfer
HGNC:34988	TRT-TGT4-1	RNA, transfer
HGNC:34826	TRT-TGT5-1	RNA, transfer
HGNC:12350	TRT-TGT6-1	RNA, transfer
HGNC:12348	TRU-TCA1-1	RNA, transfer
HGNC:12349	TRU-TCA2-1	RNA, transfer
HGNC:34525	TRU-TCA3-1	RNA, transfer
HGNC:16060	TRUB1	gene with protein product
HGNC:17170	TRUB2	gene with protein product
HGNC:50813	TRUND-NNN1-1	RNA, transfer
HGNC:50814	TRUND-NNN2-1	RNA, transfer
HGNC:50815	TRUND-NNN3-1	pseudogene
HGNC:50816	TRUND-NNN4-1	pseudogene
HGNC:50817	TRUND-NNN5-1	RNA, transfer
HGNC:50818	TRUND-NNN6-1	pseudogene
HGNC:50819	TRUND-NNN7-1	pseudogene
HGNC:50820	TRUND-NNN8-1	pseudogene
HGNC:50821	TRUND-NNN9-1	pseudogene
HGNC:50822	TRUND-NNN10-1	pseudogene
HGNC:34885	TRV-AAC1-1	RNA, transfer
HGNC:34542	TRV-AAC1-2	RNA, transfer
HGNC:12355	TRV-AAC1-3	RNA, transfer
HGNC:12353	TRV-AAC1-4	RNA, transfer
HGNC:33246	TRV-AAC1-5	RNA, transfer
HGNC:34543	TRV-AAC2-1	RNA, transfer
HGNC:33247	TRV-AAC3-1	RNA, transfer
HGNC:34723	TRV-AAC4-1	RNA, transfer
HGNC:34573	TRV-AAC5-1	RNA, transfer
HGNC:34740	TRV-AAC6-1	RNA, transfer
HGNC:34973	TRV-AAC7-1	RNA, transfer
HGNC:34941	TRV-CAC1-1	RNA, transfer
HGNC:12354	TRV-CAC1-2	RNA, transfer
HGNC:33248	TRV-CAC1-3	RNA, transfer
HGNC:34541	TRV-CAC1-4	RNA, transfer
HGNC:33245	TRV-CAC1-5	RNA, transfer
HGNC:34790	TRV-CAC1-6	RNA, transfer
HGNC:54846	TRV-CAC1-7	RNA, transfer
HGNC:34931	TRV-CAC2-1	RNA, transfer
HGNC:34985	TRV-CAC3-1	RNA, transfer
HGNC:34893	TRV-CAC4-1	RNA, transfer
HGNC:34791	TRV-CAC5-1	RNA, transfer
HGNC:34936	TRV-CAC6-1	RNA, transfer
HGNC:34662	TRV-CAC7-1	RNA, transfer
