hgnc_id	symbol	locus_group	locus_type	entrez_id
HGNC:29308	FBRSL1	protein-coding gene	gene with protein product	57666
HGNC:13598	FBXL2	protein-coding gene	gene with protein product	25827
HGNC:13599	FBXL3	protein-coding gene	gene with protein product	26224
HGNC:13601	FBXL4	protein-coding gene	gene with protein product	26235
HGNC:13602	FBXL5	protein-coding gene	gene with protein product	26234
HGNC:13603	FBXL6	protein-coding gene	gene with protein product	26233
HGNC:13604	FBXL7	protein-coding gene	gene with protein product	23194
HGNC:17875	FBXL8	protein-coding gene	gene with protein product	55336
HGNC:13611	FBXL12	protein-coding gene	gene with protein product	54850
HGNC:54776	FBXL12P1	pseudogene	pseudogene	402076
HGNC:21658	FBXL13	protein-coding gene	gene with protein product	222235
HGNC:28624	FBXL14	protein-coding gene	gene with protein product	144699
HGNC:28155	FBXL15	protein-coding gene	gene with protein product	79176
HGNC:14150	FBXL16	protein-coding gene	gene with protein product	146330
HGNC:13615	FBXL17	protein-coding gene	gene with protein product	64839
HGNC:21874	FBXL18	protein-coding gene	gene with protein product	80028
HGNC:25300	FBXL19	protein-coding gene	gene with protein product	54620
HGNC:27557	FBXL19-AS1	non-coding RNA	RNA, long non-coding	283932
HGNC:24679	FBXL20	protein-coding gene	gene with protein product	84961
HGNC:13600	FBXL21P	pseudogene	pseudogene	26223
HGNC:27537	FBXL22	protein-coding gene	gene with protein product	283807
HGNC:13581	FBXO2	protein-coding gene	gene with protein product	26232
HGNC:13582	FBXO3	protein-coding gene	gene with protein product	26273
HGNC:51147	FBXO3-DT	non-coding RNA	RNA, long non-coding	101928440
HGNC:13583	FBXO4	protein-coding gene	gene with protein product	26272
HGNC:13584	FBXO5	protein-coding gene	gene with protein product	26271
HGNC:13585	FBXO6	protein-coding gene	gene with protein product	26270
HGNC:13586	FBXO7	protein-coding gene	gene with protein product	25793
HGNC:13587	FBXO8	protein-coding gene	gene with protein product	26269
HGNC:13588	FBXO9	protein-coding gene	gene with protein product	26268
HGNC:13589	FBXO10	protein-coding gene	gene with protein product	26267
HGNC:13590	FBXO11	protein-coding gene	gene with protein product	80204
HGNC:13617	FBXO15	protein-coding gene	gene with protein product	201456
HGNC:13618	FBXO16	protein-coding gene	gene with protein product	157574
HGNC:18754	FBXO17	protein-coding gene	gene with protein product	115290
HGNC:13592	FBXO21	protein-coding gene	gene with protein product	23014
HGNC:13593	FBXO22	protein-coding gene	gene with protein product	26263
HGNC:13595	FBXO24	protein-coding gene	gene with protein product	26261
HGNC:13596	FBXO25	protein-coding gene	gene with protein product	26260
HGNC:18753	FBXO27	protein-coding gene	gene with protein product	126433
HGNC:29046	FBXO28	protein-coding gene	gene with protein product	23219
HGNC:15600	FBXO30	protein-coding gene	gene with protein product	84085
HGNC:48990	FBXO30-DT	non-coding RNA	RNA, long non-coding	100507557
HGNC:16510	FBXO31	protein-coding gene	gene with protein product	79791
HGNC:16731	FBXO32	protein-coding gene	gene with protein product	114907
HGNC:19833	FBXO33	protein-coding gene	gene with protein product	254170
HGNC:20201	FBXO34	protein-coding gene	gene with protein product	55030
HGNC:27020	FBXO36	protein-coding gene	gene with protein product	130888
HGNC:41489	FBXO36-IT1	non-coding RNA	RNA, long non-coding	100874344
HGNC:50363	FBXO36P1	pseudogene	pseudogene	732538
HGNC:28844	FBXO38	protein-coding gene	gene with protein product	81545
HGNC:28565	FBXO39	protein-coding gene	gene with protein product	162517
HGNC:29816	FBXO40	protein-coding gene	gene with protein product	51725
HGNC:29409	FBXO41	protein-coding gene	gene with protein product	150726
HGNC:29249	FBXO42	protein-coding gene	gene with protein product	54455
HGNC:28521	FBXO43	protein-coding gene	gene with protein product	286151
HGNC:24847	FBXO44	protein-coding gene	gene with protein product	93611
HGNC:29148	FBXO45	protein-coding gene	gene with protein product	200933
HGNC:25069	FBXO46	protein-coding gene	gene with protein product	23403
HGNC:31969	FBXO47	protein-coding gene	gene with protein product	494188
HGNC:33857	FBXO48	protein-coding gene	gene with protein product	554251
HGNC:13608	FBXW2	protein-coding gene	gene with protein product	26190
HGNC:10847	FBXW4	protein-coding gene	gene with protein product	6468
HGNC:13609	FBXW4P1	pseudogene	pseudogene	26226
HGNC:13613	FBXW5	protein-coding gene	gene with protein product	54461
HGNC:16712	FBXW7	protein-coding gene	gene with protein product	55294
HGNC:52397	FBXW7-AS1	non-coding RNA	RNA, long non-coding	102191832
HGNC:13597	FBXW8	protein-coding gene	gene with protein product	26259
HGNC:28136	FBXW9	protein-coding gene	gene with protein product	84261
HGNC:1211	FBXW10	protein-coding gene	gene with protein product	10517
HGNC:13607	FBXW11	protein-coding gene	gene with protein product	23291
HGNC:1145	FBXW11P1	pseudogene	pseudogene	54099
HGNC:20729	FBXW12	protein-coding gene	gene with protein product	285231
HGNC:24692	FCAMR	protein-coding gene	gene with protein product	83953
HGNC:3608	FCAR	protein-coding gene	gene with protein product	2204
HGNC:3609	FCER1A	protein-coding gene	gene with protein product	2205
HGNC:3611	FCER1G	protein-coding gene	gene with protein product	2207
HGNC:3612	FCER2	protein-coding gene	gene with protein product	2208
HGNC:20220	FCF1	protein-coding gene	gene with protein product	51077
HGNC:44613	FCF1P1	pseudogene	pseudogene	100422533
HGNC:44614	FCF1P2	pseudogene	pseudogene	101060195
HGNC:44615	FCF1P3	pseudogene	pseudogene	100128733
HGNC:44616	FCF1P4	pseudogene	pseudogene	106480799
HGNC:44617	FCF1P5	pseudogene	pseudogene	106479045
HGNC:44618	FCF1P6	pseudogene	pseudogene	100422535
HGNC:44619	FCF1P7	pseudogene	pseudogene	100422536
HGNC:44620	FCF1P8	pseudogene	pseudogene	100422531
HGNC:44621	FCF1P9	pseudogene	pseudogene	106480444
HGNC:44622	FCF1P10	pseudogene	pseudogene	106479046
HGNC:44623	FCF1P11	pseudogene	pseudogene	100132310
HGNC:13572	FCGBP	protein-coding gene	gene with protein product	8857
HGNC:3613	FCGR1A	protein-coding gene	gene with protein product	2209
HGNC:3614	FCGR1B	protein-coding gene	gene with protein product	2210
HGNC:3615	FCGR1CP	pseudogene	pseudogene	100132417
HGNC:3616	FCGR2A	protein-coding gene	gene with protein product	2212
HGNC:3618	FCGR2B	protein-coding gene	gene with protein product	2213
HGNC:15626	FCGR2C	protein-coding gene	gene with protein product	9103
HGNC:3619	FCGR3A	protein-coding gene	gene with protein product	2214
HGNC:3620	FCGR3B	protein-coding gene	gene with protein product	2215
HGNC:3621	FCGRT	protein-coding gene	gene with protein product	2217
HGNC:29002	FCHO1	protein-coding gene	gene with protein product	23149
HGNC:25180	FCHO2	protein-coding gene	gene with protein product	115548
HGNC:55232	FCHO2-DT	non-coding RNA	RNA, long non-coding	118597832
HGNC:25463	FCHSD1	protein-coding gene	gene with protein product	89848
HGNC:29114	FCHSD2	protein-coding gene	gene with protein product	9873
HGNC:14315	FCMR	protein-coding gene	gene with protein product	9214
HGNC:3623	FCN1	protein-coding gene	gene with protein product	2219
HGNC:3624	FCN2	protein-coding gene	gene with protein product	2220
HGNC:3625	FCN3	protein-coding gene	gene with protein product	8547
HGNC:18509	FCRL1	protein-coding gene	gene with protein product	115350
HGNC:14875	FCRL2	protein-coding gene	gene with protein product	79368
HGNC:18506	FCRL3	protein-coding gene	gene with protein product	115352
HGNC:18507	FCRL4	protein-coding gene	gene with protein product	83417
HGNC:18508	FCRL5	protein-coding gene	gene with protein product	83416
HGNC:31910	FCRL6	protein-coding gene	gene with protein product	343413
HGNC:49448	FCRL6P1	pseudogene	pseudogene	100419077
HGNC:18504	FCRLA	protein-coding gene	gene with protein product	84824
HGNC:26431	FCRLB	protein-coding gene	gene with protein product	127943
HGNC:29500	FCSK	protein-coding gene	gene with protein product	197258
HGNC:19215	FDCSP	protein-coding gene	gene with protein product	260436
HGNC:3629	FDFT1	protein-coding gene	gene with protein product	2222
HGNC:3631	FDPS	protein-coding gene	gene with protein product	2224
HGNC:3632	FDPSP1	pseudogene	pseudogene	343332
HGNC:3633	FDPSP2	pseudogene	pseudogene	619190
HGNC:3634	FDPSP3	pseudogene	pseudogene	2227
HGNC:3635	FDPSP4	pseudogene	pseudogene	2228
HGNC:3636	FDPSP5	pseudogene	pseudogene	2229
HGNC:3637	FDPSP6	pseudogene	pseudogene	54051
HGNC:33487	FDPSP7	pseudogene	pseudogene	441261
HGNC:39085	FDPSP8	pseudogene	pseudogene	401981
HGNC:39086	FDPSP9	pseudogene	pseudogene	401822
HGNC:39087	FDPSP10	pseudogene	pseudogene	100190987
HGNC:3638	FDX1	protein-coding gene	gene with protein product	2230
HGNC:3640	FDX1P1	pseudogene	pseudogene	2231
HGNC:3641	FDX1P2	pseudogene	pseudogene	2216
HGNC:30546	FDX2	protein-coding gene	gene with protein product	112812
HGNC:25110	FDXACB1	protein-coding gene	gene with protein product	91893
HGNC:3642	FDXR	protein-coding gene	gene with protein product	2232
HGNC:3647	FECH	protein-coding gene	gene with protein product	2235
HGNC:3648	FECHP1	pseudogene	pseudogene	2236
HGNC:16934	FEM1A	protein-coding gene	gene with protein product	55527
HGNC:17219	FEM1AP1	pseudogene	pseudogene	441957
HGNC:39830	FEM1AP2	pseudogene	pseudogene	390834
HGNC:39831	FEM1AP3	pseudogene	pseudogene	643859
HGNC:39832	FEM1AP4	pseudogene	pseudogene	729524
HGNC:3649	FEM1B	protein-coding gene	gene with protein product	10116
HGNC:16933	FEM1C	protein-coding gene	gene with protein product	56929
HGNC:3650	FEN1	protein-coding gene	gene with protein product	2237
HGNC:3651	FEN1P1	pseudogene	pseudogene	645931
HGNC:43894	FENDRR	non-coding RNA	RNA, long non-coding	400550
HGNC:3655	FER	protein-coding gene	gene with protein product	2241
HGNC:15801	FER1L4	pseudogene	pseudogene	80307
HGNC:19044	FER1L5	protein-coding gene	gene with protein product	90342
HGNC:28065	FER1L6	protein-coding gene	gene with protein product	654463
HGNC:26652	FER1L6-AS1	non-coding RNA	RNA, long non-coding	439941
HGNC:26534	FER1L6-AS2	non-coding RNA	RNA, long non-coding	157376
HGNC:16660	FERD3L	protein-coding gene	gene with protein product	222894
HGNC:15889	FERMT1	protein-coding gene	gene with protein product	55612
HGNC:15767	FERMT2	protein-coding gene	gene with protein product	10979
HGNC:23151	FERMT3	protein-coding gene	gene with protein product	83706
HGNC:26443	FERP1	pseudogene	pseudogene	553112
HGNC:3657	FES	protein-coding gene	gene with protein product	2242
HGNC:3658	FETUB	protein-coding gene	gene with protein product	26998
HGNC:18562	FEV	protein-coding gene	gene with protein product	54738
HGNC:3659	FEZ1	protein-coding gene	gene with protein product	9638
HGNC:3660	FEZ2	protein-coding gene	gene with protein product	9637
HGNC:22788	FEZF1	protein-coding gene	gene with protein product	389549
HGNC:41001	FEZF1-AS1	non-coding RNA	RNA, long non-coding	154860
HGNC:13506	FEZF2	protein-coding gene	gene with protein product	55079
HGNC:4498	FFAR1	protein-coding gene	gene with protein product	2864
HGNC:4501	FFAR2	protein-coding gene	gene with protein product	2867
HGNC:4499	FFAR3	protein-coding gene	gene with protein product	2865
HGNC:19061	FFAR4	protein-coding gene	gene with protein product	338557
HGNC:3661	FGA	protein-coding gene	gene with protein product	2243
HGNC:3662	FGB	protein-coding gene	gene with protein product	2244
HGNC:3663	FGD1	protein-coding gene	gene with protein product	2245
HGNC:3664	FGD2	protein-coding gene	gene with protein product	221472
HGNC:16027	FGD3	protein-coding gene	gene with protein product	89846
HGNC:19125	FGD4	protein-coding gene	gene with protein product	121512
HGNC:19117	FGD5	protein-coding gene	gene with protein product	152273
HGNC:40410	FGD5-AS1	non-coding RNA	RNA, long non-coding	100505641
HGNC:44498	FGD5P1	pseudogene	pseudogene	100132526
HGNC:21740	FGD6	protein-coding gene	gene with protein product	55785
HGNC:3665	FGF1	protein-coding gene	gene with protein product	2246
HGNC:3676	FGF2	protein-coding gene	gene with protein product	2247
HGNC:3681	FGF3	protein-coding gene	gene with protein product	2248
HGNC:3682	FGF4	protein-coding gene	gene with protein product	2249
HGNC:3683	FGF5	protein-coding gene	gene with protein product	2250
HGNC:3684	FGF6	protein-coding gene	gene with protein product	2251
HGNC:3685	FGF7	protein-coding gene	gene with protein product	2252
HGNC:21455	FGF7P1	pseudogene	pseudogene	387559
HGNC:17193	FGF7P2	pseudogene	pseudogene	394217
HGNC:26671	FGF7P3	pseudogene	pseudogene	654466
HGNC:33587	FGF7P4	pseudogene	pseudogene	728195
HGNC:33588	FGF7P5	pseudogene	pseudogene	653453
HGNC:27852	FGF7P6	pseudogene	pseudogene	387628
HGNC:33589	FGF7P7	pseudogene	pseudogene	728433
HGNC:34516	FGF7P8	pseudogene	pseudogene	100113421
HGNC:3686	FGF8	protein-coding gene	gene with protein product	2253
HGNC:3687	FGF9	protein-coding gene	gene with protein product	2254
HGNC:3666	FGF10	protein-coding gene	gene with protein product	2255
HGNC:49382	FGF10-AS1	non-coding RNA	RNA, long non-coding	101927075
HGNC:3667	FGF11	protein-coding gene	gene with protein product	2256
HGNC:3668	FGF12	protein-coding gene	gene with protein product	2257
HGNC:40234	FGF12-AS1	non-coding RNA	RNA, long non-coding	100873986
HGNC:40235	FGF12-AS2	non-coding RNA	RNA, long non-coding	100873987
HGNC:40236	FGF12-AS3	non-coding RNA	RNA, long non-coding	100873988
HGNC:3670	FGF13	protein-coding gene	gene with protein product	2258
HGNC:44264	FGF13-AS1	non-coding RNA	RNA, long non-coding	100129662
HGNC:3671	FGF14	protein-coding gene	gene with protein product	2259
HGNC:40237	FGF14-AS1	non-coding RNA	RNA, long non-coding	100874081
HGNC:44368	FGF14-AS2	non-coding RNA	RNA, long non-coding	283481
HGNC:42774	FGF14-IT1	non-coding RNA	RNA, long non-coding	283480
HGNC:3672	FGF16	protein-coding gene	gene with protein product	8823
HGNC:3673	FGF17	protein-coding gene	gene with protein product	8822
HGNC:3674	FGF18	protein-coding gene	gene with protein product	8817
HGNC:3675	FGF19	protein-coding gene	gene with protein product	9965
HGNC:3677	FGF20	protein-coding gene	gene with protein product	26281
HGNC:3678	FGF21	protein-coding gene	gene with protein product	26291
HGNC:3679	FGF22	protein-coding gene	gene with protein product	27006
HGNC:3680	FGF23	protein-coding gene	gene with protein product	8074
HGNC:19695	FGFBP1	protein-coding gene	gene with protein product	9982
HGNC:29451	FGFBP2	protein-coding gene	gene with protein product	83888
HGNC:23428	FGFBP3	protein-coding gene	gene with protein product	143282
HGNC:3688	FGFR1	protein-coding gene	gene with protein product	2260
HGNC:23098	FGFR1OP2	protein-coding gene	gene with protein product	26127
HGNC:39706	FGFR1OP2P1	pseudogene	pseudogene	100873883
HGNC:3689	FGFR2	protein-coding gene	gene with protein product	2263
HGNC:3690	FGFR3	protein-coding gene	gene with protein product	2261
HGNC:21664	FGFR3P1	pseudogene	pseudogene	100462812
HGNC:37947	FGFR3P2	pseudogene	pseudogene	100462815
HGNC:37948	FGFR3P3	pseudogene	pseudogene	100462816
HGNC:37949	FGFR3P4	pseudogene	pseudogene	100420833
HGNC:37950	FGFR3P5	pseudogene	pseudogene	100420952
HGNC:37951	FGFR3P6	pseudogene	pseudogene	100420881
HGNC:3691	FGFR4	protein-coding gene	gene with protein product	2264
HGNC:3693	FGFRL1	protein-coding gene	gene with protein product	53834
HGNC:3694	FGG	protein-coding gene	gene with protein product	2266
HGNC:25610	FGGY	protein-coding gene	gene with protein product	55277
HGNC:55265	FGGY-DT	non-coding RNA	RNA, long non-coding	105378756
HGNC:3695	FGL1	protein-coding gene	gene with protein product	2267
HGNC:3696	FGL2	protein-coding gene	gene with protein product	10875
HGNC:3697	FGR	protein-coding gene	gene with protein product	2268
HGNC:3700	FH	protein-coding gene	gene with protein product	2271
HGNC:29408	FHAD1	protein-coding gene	gene with protein product	114827
HGNC:41241	FHAD1-AS1	non-coding RNA	RNA, long non-coding	101927417
HGNC:29363	FHDC1	protein-coding gene	gene with protein product	85462
HGNC:3701	FHIT	protein-coding gene	gene with protein product	2272
HGNC:3702	FHL1	protein-coding gene	gene with protein product	2273
HGNC:3703	FHL2	protein-coding gene	gene with protein product	2274
HGNC:3704	FHL3	protein-coding gene	gene with protein product	2275
HGNC:17371	FHL5	protein-coding gene	gene with protein product	9457
HGNC:17905	FHOD1	protein-coding gene	gene with protein product	29109
HGNC:26178	FHOD3	protein-coding gene	gene with protein product	80206
HGNC:39442	FHP1	pseudogene	pseudogene	100873790
HGNC:25922	FIBCD1	protein-coding gene	gene with protein product	84929
HGNC:33747	FIBIN	protein-coding gene	gene with protein product	387758
HGNC:3705	FIBP	protein-coding gene	gene with protein product	9158
HGNC:18416	FICD	protein-coding gene	gene with protein product	11153
HGNC:16873	FIG4	protein-coding gene	gene with protein product	9896
HGNC:24669	FIGLA	protein-coding gene	gene with protein product	344018
HGNC:13285	FIGN	protein-coding gene	gene with protein product	55137
HGNC:13286	FIGNL1	protein-coding gene	gene with protein product	63979
HGNC:13287	FIGNL2	protein-coding gene	gene with protein product	401720
HGNC:53299	FIGNL2-DT	non-coding RNA	RNA, long non-coding	105369971
HGNC:21015	FILIP1	protein-coding gene	gene with protein product	27145
HGNC:24589	FILIP1L	protein-coding gene	gene with protein product	11259
HGNC:53755	FILNC1	non-coding RNA	RNA, long non-coding	100132735
HGNC:19124	FIP1L1	protein-coding gene	gene with protein product	81608
HGNC:49627	FIRRE	non-coding RNA	RNA, long non-coding	286467
HGNC:21689	FIS1	protein-coding gene	gene with protein product	51024
HGNC:33714	FITM1	protein-coding gene	gene with protein product	161247
HGNC:16135	FITM2	protein-coding gene	gene with protein product	128486
